Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Month Name,Year
BS0000333,20-07-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.500736,Daylight,Kensington and Chelsea,None,-0.193735,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:12:00,Urban,Fine no high winds,Car,July,2021
BS0000334,09-07-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.494521,Daylight,Kensington and Chelsea,None,-0.158397,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:10:00,Urban,Fine no high winds,Car,July,2021
BS0000335,18-07-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.506189,Daylight,Kensington and Chelsea,None,-0.209226,2,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:15:00,Urban,Fine no high winds,Car,July,2021
BS0000336,20-07-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492804,Darkness - lights lit,Kensington and Chelsea,None,-0.15789,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 20:05:00,Urban,Fine no high winds,Car,July,2021
BS0000337,20-07-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.493163,Daylight,Kensington and Chelsea,None,-0.186687,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:45:00,Urban,Fine no high winds,Car,July,2021
BS0000338,19-07-2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.486026,Daylight,Kensington and Chelsea,None,-0.161476,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 11:58:00,Urban,Fine no high winds,Car,July,2021
BS0000339,02-07-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.495197,Daylight,Kensington and Chelsea,None,-0.178683,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:30:00,Urban,Fine no high winds,Motorcycle over 500cc,July,2021
BS0000340,16-07-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.484361,Daylight,Kensington and Chelsea,None,-0.175802,2,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:25:00,Urban,Fine no high winds,Car,July,2021
BS0000341,20-07-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.51742,Daylight,Kensington and Chelsea,None,-0.202732,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:38:00,Urban,Fine no high winds,Motorcycle over 500cc,July,2021
BS0000342,23-07-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494541,Daylight,Kensington and Chelsea,None,-0.182743,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:08:00,Urban,Fine no high winds,Car,July,2021
BS0000343,23-07-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486339,Daylight,Kensington and Chelsea,None,-0.18739,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 18:00:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,July,2021
BS0000344,13-07-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517371,Darkness - lights lit,Kensington and Chelsea,None,-0.211238,2,2,Metropolitan Police,Dry,Dual carriageway,50,31-12-1899 19:30:00,Urban,Fine no high winds,Car,July,2021
BS0000345,22-07-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.494281,Daylight,Kensington and Chelsea,None,-0.177567,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:08:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats),July,2021
BS0000346,22-07-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.478416,Daylight,Kensington and Chelsea,None,-0.180936,1,3,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:50:00,Urban,Fine no high winds,Car,July,2021
BS0000347,21-07-2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.517796,Daylight,Kensington and Chelsea,None,-0.215545,1,2,Metropolitan Police,Wet or damp,Roundabout,30,31-12-1899 16:20:00,Urban,Raining no high winds,Motorcycle 50cc and under,July,2021
BS0000348,23-07-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.496086,Daylight,Kensington and Chelsea,None,-0.207173,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 20:40:00,Urban,Fine no high winds,Car,July,2021
BS0000349,05-07-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.509629,Daylight,Kensington and Chelsea,None,-0.193095,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:20:00,Urban,Fine no high winds,Motorcycle over 500cc,July,2021
BS0000350,26-07-2021,Sunday,Give way or uncontrolled,Crossroads,Serious,51.514399,Darkness - lights lit,Kensington and Chelsea,None,-0.199248,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 20:51:00,Urban,Raining no high winds,Car,July,2021
BS0000351,25-07-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.493429,Daylight,Kensington and Chelsea,None,-0.169101,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:25:00,Urban,Fine no high winds,Motorcycle over 500cc,July,2021
BS0000352,28-07-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.48896,Daylight,Kensington and Chelsea,None,-0.165103,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:45:00,Urban,Fine no high winds,Car,July,2021
BS0000353,21-07-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.48024,Daylight,Kensington and Chelsea,None,-0.182591,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:12:00,Urban,Fine no high winds,Motorcycle over 500cc,July,2021
BS0000354,26-07-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.495658,Darkness - lights lit,Kensington and Chelsea,None,-0.173622,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 03:40:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,July,2021
BS0000355,28-07-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.480177,Daylight,Kensington and Chelsea,None,-0.178561,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:14:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,July,2021
BS0000356,28-07-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482416,Daylight,Kensington and Chelsea,None,-0.172135,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:03:00,Urban,Fine no high winds,Car,July,2021
BS0000357,05-06-2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.517796,Daylight,Kensington and Chelsea,None,-0.215545,1,2,Metropolitan Police,Dry,Roundabout,30,31-12-1899 18:54:00,Urban,Fine no high winds,Car,June,2021
BS0000358,28-07-2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.498461,Daylight,Kensington and Chelsea,None,-0.157374,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:20:00,Urban,Fine no high winds,Car,July,2021
BS0000359,29-07-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499443,Daylight,Kensington and Chelsea,None,-0.197388,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 16:16:00,Urban,Fine no high winds,Car,July,2021
BS0000360,02-08-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.490715,Daylight,Kensington and Chelsea,None,-0.19125,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:00:00,Urban,Fine no high winds,Car,August,2021
BS0000361,29-07-2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.483952,Daylight,Kensington and Chelsea,None,-0.184172,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:10:00,Urban,Fine no high winds,Car,July,2021
BS0000362,27-07-2021,Monday,Auto traffic signal,Crossroads,Slight,51.495208,Darkness - lights lit,Kensington and Chelsea,None,-0.179403,1,1,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 22:00:00,Urban,Fine no high winds,Car,July,2021
BS0000363,29-07-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499024,Daylight,Kensington and Chelsea,None,-0.164555,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 07:52:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,July,2021
BS0000364,14-07-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.499021,Daylight,Kensington and Chelsea,None,-0.164411,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:50:00,Urban,Fine no high winds,Car,July,2021
BS0000365,29-07-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.502116,Daylight,Kensington and Chelsea,None,-0.189934,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:00:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,July,2021
BS0000366,01-08-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.502159,Daylight,Kensington and Chelsea,None,-0.186906,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:20:00,Urban,Fine no high winds,Car,August,2021
BS0000367,29-07-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.493134,Daylight,Kensington and Chelsea,None,-0.156004,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:35:00,Urban,Fine no high winds,Car,July,2021
BS0000368,04-08-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.492747,Daylight,Kensington and Chelsea,None,-0.200533,1,3,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 14:55:00,Urban,Fine no high winds,Car,August,2021
BS0000369,05-08-2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.493431,Daylight,Kensington and Chelsea,None,-0.169245,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 07:25:00,Urban,Fine no high winds,Car,August,2021
BS0000370,04-08-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.494177,Daylight,Kensington and Chelsea,None,-0.182469,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 19:12:00,Urban,Fine no high winds,Motorcycle 50cc and under,August,2021
BS0000371,05-08-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.481486,Daylight,Kensington and Chelsea,None,-0.187583,2,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:30:00,Urban,Fine no high winds,Car,August,2021
BS0000372,07-08-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.492829,Daylight,Kensington and Chelsea,None,-0.17676,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 15:15:00,Urban,Fine no high winds,Car,August,2021
BS0000373,06-08-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503587,Darkness - lights lit,Kensington and Chelsea,None,-0.215524,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,31-12-1899 20:20:00,Urban,Raining no high winds,Motorcycle over 500cc,August,2021
BS0000374,09-08-2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.49817,Daylight,Kensington and Chelsea,None,-0.161708,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:00:00,Urban,Fine no high winds,Car,August,2021
BS0000375,08-08-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.480114,Darkness - lights lit,Kensington and Chelsea,None,-0.186053,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 00:15:00,Urban,Fine no high winds,Motorcycle over 500cc,August,2021
BS0000376,31-07-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.490623,Daylight,Kensington and Chelsea,None,-0.173679,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:35:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,July,2021
BS0000377,10-08-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.516171,Daylight,Kensington and Chelsea,None,-0.209267,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:30:00,Urban,Fine no high winds,Car,August,2021
BS0000378,31-07-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.483075,Darkness - lights lit,Kensington and Chelsea,None,-0.185647,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 23:20:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,July,2021
BS0000379,06-08-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.49217,Daylight,Kensington and Chelsea,None,-0.157627,2,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:06:00,Urban,Fine no high winds,Car,August,2021
BS0000380,28-07-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.52198,Daylight,Kensington and Chelsea,None,-0.212787,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 12:46:00,Urban,Fine no high winds,Car,July,2021
BS0000381,31-07-2021,Friday,Auto traffic signal,Crossroads,Serious,51.494469,Daylight,Kensington and Chelsea,None,-0.195567,1,1,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 07:38:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,July,2021
BS0000382,12-08-2021,Wednesday,Auto traffic signal,Crossroads,Serious,51.493429,Daylight,Kensington and Chelsea,None,-0.169101,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 14:20:00,Urban,Fine no high winds,Car,August,2021
BS0000383,09-08-2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.492519,Darkness - lights lit,Kensington and Chelsea,None,-0.156893,1,1,Metropolitan Police,Dry,One way street,30,31-12-1899 03:30:00,Urban,Fine no high winds,Car,August,2021
BS0000384,13-08-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494854,Daylight,Kensington and Chelsea,None,-0.203043,2,4,Metropolitan Police,Dry,One way street,30,31-12-1899 12:31:00,Urban,Fine no high winds,Car,August,2021
BS0000385,16-08-2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.488673,Daylight,Kensington and Chelsea,None,-0.169724,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:13:00,Urban,Fine no high winds,Motorcycle over 500cc,August,2021
BS0000386,07-08-2021,Friday,Auto traffic signal,Crossroads,Slight,51.516807,Darkness - lights lit,Kensington and Chelsea,None,-0.209674,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 22:22:00,Urban,Fine no high winds,Motorcycle over 500cc,August,2021
BS0000387,18-08-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.496896,Daylight,Kensington and Chelsea,None,-0.16075,2,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:05:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,August,2021
BS0000388,18-08-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495049,Daylight,Kensington and Chelsea,None,-0.174943,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:00:00,Urban,Fine no high winds,Car,August,2021
BS0000389,12-08-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.480786,Daylight,Kensington and Chelsea,None,-0.177241,1,3,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 06:00:00,Urban,Fine no high winds,Car,August,2021
BS0000390,13-08-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.48448,Daylight,Kensington and Chelsea,None,-0.183431,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:00:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,August,2021
BS0000391,12-08-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.483139,Daylight,Kensington and Chelsea,None,-0.178155,2,3,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 17:45:00,Urban,Fine no high winds,Car,August,2021
BS0000392,17-08-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.48266,Daylight,Kensington and Chelsea,None,-0.170541,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:10:00,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t,August,2021
BS0000393,18-08-2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.518471,Daylight,Kensington and Chelsea,None,-0.218546,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 09:06:00,Urban,Fine no high winds,Car,August,2021
BS0000394,21-08-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.50806,Daylight,Kensington and Chelsea,None,-0.202236,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 16:50:00,Urban,Fine no high winds,Car,August,2021
BS0000395,20-08-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Daylight,Kensington and Chelsea,None,-0.158934,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 06:38:00,Urban,Fine no high winds,Car,August,2021
BS0000396,14-08-2021,Friday,Auto traffic signal,Crossroads,Slight,51.492655,Darkness - lights lit,Kensington and Chelsea,None,-0.200393,4,2,Metropolitan Police,Dry,Dual carriageway,30,31-12-1899 00:20:00,Urban,Fine no high winds,Car,August,2021
BS0000397,21-08-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.502951,Daylight,Kensington and Chelsea,None,-0.19163,1,1,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:27:00,Urban,Fine no high winds,Car,August,2021
BS0000398,16-08-2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.522,Daylight,Kensington and Chelsea,None,-0.208173,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 18:30:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,August,2021
BS0000399,20-08-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.508127,Darkness - lights lit,Kensington and Chelsea,None,-0.194884,1,1,Metropolitan Police,Dry,One way street,30,31-12-1899 19:35:00,Urban,Fine no high winds,Car,August,2021
BS0000400,21-07-2021,Tuesday,Authorised person,Crossroads,Slight,51.483253,Daylight,Kensington and Chelsea,None,-0.185496,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 10:25:00,Urban,Fine no high winds,Car,July,2021
BS0000401,15-08-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.480287,Daylight,Kensington and Chelsea,None,-0.185614,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 13:00:00,Urban,Fine no high winds,Car,August,2021
BS0000402,21-08-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517458,Daylight,Kensington and Chelsea,None,-0.217,1,2,Metropolitan Police,Dry,Single carriageway,30,31-12-1899 08:05:00,Urban,Fine no high winds,Car,August,2021
